# What each x86 helper does through a pointer argument that names a register.
#
# Column 1 is the helper's name as DEF_HELPER spells it, suffix and all.
# Column 2 is one character per argument: '-' the argument names no register,
# 'r' the helper reads through it, 'w' it writes through it, 'b' both.
# Column 3 is why, and it is not optional: a direction with no stated ground
# is an assertion, and the generator refuses one.
#
# The other half of the completeness -- every helper that takes a register
# pointer has a row, and every row names such a helper -- is enforced where
# this table meets the compiler's view, in insn_dataflow_declare_helper_usage().
#
# Copyright (c) 2026 Maccoy Merrell
#
# SPDX-License-Identifier: GPL-2.0-or-later

blendpd_xmm	-wrr-	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
blendpd_ymm	-wrr-	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
blendps_xmm	-wrr-	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
blendps_ymm	-wrr-	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
blendvpd_xmm	-wrrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
blendvpd_ymm	-wrrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
blendvps_xmm	-wrrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
blendvps_ymm	-wrrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqspd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqspd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqsps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqsps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqssd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpeqsss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequspd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequspd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequsps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequsps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequssd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpequsss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalsepd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalsepd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalseps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalseps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalsesd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalsespd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalsespd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalsesps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalsesps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalsess	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalsessd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpfalsesss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgepd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgepd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgeps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgeps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgeqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgeqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgeqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgeqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgeqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgeqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgesd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgess	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpgtss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmplepd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmplepd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpleps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpleps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpleqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpleqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpleqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpleqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpleqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpleqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmplesd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpless	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpltss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpneqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequspd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequspd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequsps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequsps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequssd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnequsss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngepd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngepd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngeps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngeps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngeqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngeqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngeqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngeqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngeqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngeqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngesd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngess	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpngtss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnlepd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnlepd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnleps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnleps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnleqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnleqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnleqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnleqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnleqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnleqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnlesd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnless	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltqpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltqpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltqps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltqps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltqsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltqss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpnltss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordspd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordspd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordsps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordsps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordssd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpordsss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptruepd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptruepd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptrueps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptrueps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptruesd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptruespd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptruespd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptruesps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptruesps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptruess	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptruessd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmptruesss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordspd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordspd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordsps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordsps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordssd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cmpunordsss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
comisd	-rr	reads through both pointers and writes through neither: its answer leaves through env (the flags, ECX, XMM0) or through memory
comiss	-rr	reads through both pointers and writes through neither: its answer leaves through env (the flags, ECX, XMM0) or through memory
cvtdq2pd_xmm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtdq2pd_ymm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtdq2ps_xmm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtdq2ps_ymm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtpd2dq_xmm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtpd2dq_ymm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtpd2pi	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtpd2ps_xmm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtpd2ps_ymm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtph2ps_xmm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtph2ps_ymm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtpi2pd	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtpi2ps	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtps2dq_xmm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtps2dq_ymm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtps2pd_xmm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtps2pd_ymm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtps2ph_xmm	-br-	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtps2ph_ymm	-br-	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtps2pi	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvtsd2si	-r	the helper's answer is its return value; the pointer is its source
cvtsd2sq	-r	the helper's answer is its return value; the pointer is its source
cvtsd2ss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cvtsi2sd	-b-	writes the low element and leaves the rest of the register standing, so the register is read as well as written
cvtsi2ss	-b-	writes the low element and leaves the rest of the register standing, so the register is read as well as written
cvtsq2sd	-b-	writes the low element and leaves the rest of the register standing, so the register is read as well as written
cvtsq2ss	-b-	writes the low element and leaves the rest of the register standing, so the register is read as well as written
cvtss2sd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
cvtss2si	-r	the helper's answer is its return value; the pointer is its source
cvtss2sq	-r	the helper's answer is its return value; the pointer is its source
cvttpd2dq_xmm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvttpd2dq_ymm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvttpd2pi	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvttps2dq_xmm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvttps2dq_ymm	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvttps2pi	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
cvttsd2si	-r	the helper's answer is its return value; the pointer is its source
cvttsd2sq	-r	the helper's answer is its return value; the pointer is its source
cvttss2si	-r	the helper's answer is its return value; the pointer is its source
cvttss2sq	-r	the helper's answer is its return value; the pointer is its source
divpd_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
divpd_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
divps_xmm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
divps_ymm	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
divsd	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
divss	-wrr	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
dppd_xmm	-wrr-	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
dpps_xmm	-wrr-	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
dpps_ymm	-wrr-	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
extrq_i	-b--	writes the low element and leaves the rest of the register standing, so the register is read as well as written
extrq_r	-br	the two-operand form: the destination is read as well as written -- QEMU spells it `d` and the helper combines it with `s`
fma4pd_xmm	-wrrr--	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
fma4pd_ymm	-wrrr--	the three-operand form: the first pointer is the destination the helper writes whole, the others are the sources it reads
