# THE DESTINATION BAR'S ADJUDICATION TABLE.  barledger.py --bar destination
# joins the family table from `dstbar.py --tsv` to these rows and REFUSES on
# any family that matches none, on any that matches two, and on any row here
# that matches nothing.  It is the SOURCE table's construction, applied to the
# other direction of the flip.
#
# WHAT THE DESTINATION BAR MEASURES.  Registers the WIRE publishes as
# DESTINATIONS that QEMU's write side does not name.  It is scored only where
# QEMU's own write verdict is complete, so a refusal is never counted as a
# loss -- the same discipline the source bar applies to its read verdict.
#
# THE THREE DISPOSITIONS ARE barledger.py's, unchanged, and the one that
# needed saying out loud is QEMU-STATES-IT.  On this side the commonest defect
# is not "the translation contains the write and the extraction does not carry
# it out" but "QEMU ELIDES a write the architecture defines" -- a self-move
# whose two operands coincide, a NOP arm that returns before the store.  The
# disposition covers both because the remedy is the same one, and the
# definition was GENERALISED in barledger.py rather than stretched in silence
# here.
#
# columns: class_id  isa  rule_rx  mnem_rx  reg_rx  disposition  citation  note
#
# Author: Maccoy Merrell.
mips-pmon-dst	mipsel	^translate_mips/OPC_PMON$	^lsa$	.	RULED	target/mips/tcg/translate.c OPC_PMON -- gen_helper_pmon(tcg_env, sa); SPECIAL function 5 is PMON on this pre-R6 model and LSA only on Release 6	WHOLE-POPULATION ARM, the source side's own and the same rows: this model does not have LSA, so it has no rd to write. The registers the wire names are operands of an instruction THIS MODEL DOES NOT HAVE. Stated as a QEMU-modeling fact and never as tracer scope, which is what the all-MIPS-models ruling requires.
mips-mul-acc-dst	mipsel	^translate_mips/OPC_MUL$	^mul$	.	RULED	target/mips/tcg/translate.c OPC_MUL -- the MIPS32 three-operand MUL writes rd and leaves HI/LO alone; MIPS32 ISA, MUL: 'the values of HI and LO are UNPREDICTABLE after the operation'	WHOLE-POPULATION ARM: the two losing registers are REG_ACC0 and REG_ACCHI0 on every encoding of the family. An architecturally UNPREDICTABLE result is not a write the wire may claim and not one QEMU may be faulted for omitting: there is no value for a consumer to depend on, which is the whole content of the dependency the wire would be asserting.
mips-movn-fp-dst	mipsel	^translate_mips/OPC_MOVN_[SD]$	^movn\.[sd]$	.	RULED	target/mips/tcg/translate.c gen_movcf_* -- the `ft != 0` guard means the whole body is elided when the condition register is $zero	WHOLE-POPULATION ARM, the destination twin of the source side's §1c: with ft == 0 the condition is settled at TRANSLATION time and `movn` never moves, so the destination is never written and the drop is RIGHT. The same reading a64-ccond-always carries: an operand the surviving arm never uses is not a dependency. `movz` with ft == 0 always moves and is not in this class.
mips-jr-dst	mipsel	^translate_mips/OPC_JALR$	^jr$	.	RULED	target/mips/tcg/translate.c OPC_JALR -- `jr $ra` IS `jalr $zero,$ra`, and gen_store_gpr() discards a write to register 0	WHOLE-POPULATION ARM: one family, REG_LR, every encoding. The destination the encoding names is rd == $zero and the wire names $ra, which is the SOURCE the jump reads. A destination slot filled with the source register is the reference's own reading of the `jr` alias, not a write QEMU is missing.
mips-cl-dst	mipsel	^translate_mips/OPC_CL[OZ]$	^cl[oz]$	.	RULED	target/mips/tcg/translate.c gen_cl -- QEMU writes cpu_gpr[rd] and the `rd == 0` arm writes nothing; MIPS32 CLZ/CLO: 'the rt field must be set to the same value as the rd field ... the result is UNPREDICTABLE if the rt and rd fields differ'	THE QUESTION IS ANSWERED BY MEASUREMENT AND THE ROW IS NOT BLOCKED ANY MORE. It asked which field the wire reads, which QEMU writes, and whether either reading is defensible where they differ. Measured over all 192 clz/clo rows of the tip corpus: QEMU writes rd on 144 of the 144 rows with rd != 0 and nothing on the 48 with rd == 0; the wire's PUBD is rd on 78 rows, rt on 58, and NEITHER on 54 -- there it names a register whose number is rt + rd, which is a field neither decoder has. WHOLE-POPULATION ARM on the architectural split: rt == rd on FOUR of the 192 encodings, and MIPS32 makes every other one UNPREDICTABLE by the restriction quoted above. 110 of the 112 losing registers are on those 188 undefined encodings, which is `mips-mul-acc-dst`'s sentence verbatim -- an architecturally UNPREDICTABLE result is not a write the wire may claim and not one QEMU may be faulted for omitting. The other 2 were `clz $zero,$rs` / `clo $zero,$rs`, rt == rd == 0, the one defined shape in the losing set: a REAL discarded write, and 209963934a states it at gen_cl's NOP arm with note_gpr_zero_dest(). SPLIT-ACK: no pattern over (rule, mnemonic, register) separates rt == rd from rt != rd, so the split is stated here rather than encoded, and the row is about the UNPREDICTABLE arm alone.
x86-msr-selected-dst	x86_64	^WRMSR$	^wrmsr$	^REG_SYS$	RULED	target/i386/tcg/emit.c.inc gen_WRMSR / cpl0_operands.c.inc, the WRMSR arm -- EAX, ECX and EDX are stated and the MSR ECX selects is REFUSED; Intel SDM WRMSR: "Writes the contents of registers EDX:EAX into the 64-bit model specific register (MSR) specified in the ECX register"	WHOLE-POPULATION ARM, and it is the source side's ruling read in the other direction: the WRMSR family's walk-only destination set is REG_SYS on 3 encodings and nothing else.  The three GPRs 8e394d789f states are the READ side of the same sentence and left the source bar with it; what is left is the destination the ECX selector picks at RUN TIME, which has no CPUArchState member, no range and no name.  REFUSING THE DESTINATION WHILE STATING THE SOURCE IS NOT THE MODEL CHOOSING WHICH HALF OF ONE DEFINITION TO BELIEVE, which is what 22d7666262 forbids: EDX:EAX and ECX have storage and names, the selected MSR has neither, and the split falls on that fact rather than on the direction.  The mirror row on the read side is `x86-msr-selected`, and rdmsr's EDX:EAX destinations are STATED rather than refused for the same reason -- they are registers this build has.
mips-cp0-trapstate-dst	mipsel	^translate_mips/OPC_CP0$	^(mttr|mftr|mfc0|mtc0|dvpe|evpe|deret|tlbp|tlbr)$	.	RULED	target/mips/tcg/translate.c check_cp0_enabled() at :1877 and check_cp0_mt() at :2085 -- both open `if (unlikely(!(ctx->hflags & MIPS_HFLAG_CP0))) generate_exception_end(ctx, EXCP_CpU)`, and CU0 is clear at user level, which is where the sweep runs	WHOLE-POPULATION ARM, BY INTERVENTION AND EXHAUSTIVE: every losing encoding of these families was put at the entry point of a minimal static ELF and run under `qemu-mipsel -d op,in_asm` at the sweep's own CPU model and privilege (trapstate_probe.py --isa mipsel, 24Kf, user mode), and QEMU's own TCG ops were read.  ALL 7,747 OF THEM ARE TRAP-ONLY -- the whole of what the translation does with the instruction is set the PC and call an exception helper.  No operand is read and no destination is written, so the registers the operand walk publishes here are the architectural destinations of an instruction that did not run: a fabrication removed, not information lost.  R12.1 is satisfied without discount.  The probe's two controls FIRED in this same run -- `addu $2,$3,$4` read DATAPATH and `mfc0 $2,$0` read TRAP-ONLY -- so the verdict is not an instrument stuck at one answer.  Evidence: cst_runs/exec190/adj/trapstate_mipsel.tsv (11,896 rows, 11,896 TRAP-ONLY).
mips-cp2-trapstate-dst	mipsel	^translate_mips/OPC_CP2$	^(mfc2|mtc2)$	.	RULED	target/mips/tcg/translate.c decode_opc, the OPC_CP2 arm at :20957 -- `check_insn(ctx, ASE_LMMI)` before gen_loongson_multimedia(); the 24Kf carries no Loongson multimedia ASE, so the check raises Reserved Instruction	WHOLE-POPULATION ARM, BY INTERVENTION AND EXHAUSTIVE: every losing encoding of these families was put at the entry point of a minimal static ELF and run under `qemu-mipsel -d op,in_asm` at the sweep's own CPU model and privilege (trapstate_probe.py --isa mipsel, 24Kf, user mode), and QEMU's own TCG ops were read.  ALL 1,536 OF THEM ARE TRAP-ONLY -- the whole of what the translation does with the instruction is set the PC and call an exception helper.  No operand is read and no destination is written, so the registers the operand walk publishes here are the architectural destinations of an instruction that did not run: a fabrication removed, not information lost.  R12.1 is satisfied without discount.  The probe's two controls FIRED in this same run -- `addu $2,$3,$4` read DATAPATH and `mfc0 $2,$0` read TRAP-ONLY -- so the verdict is not an instrument stuck at one answer.  Evidence: cst_runs/exec190/adj/trapstate_mipsel.tsv (11,896 rows, 11,896 TRAP-ONLY).
mips-dsp-trapstate-dst	mipsel	^translate_mips/OPC_(MUL_PH_DSP|APPEND_DSP|INSV)$	.	.	RULED	target/mips/tcg/translate.c check_dsp() at :1938 and its _r2/_r3 siblings -- `if (unlikely(!(ctx->hflags & MIPS_HFLAG_DSP)))` raises EXCP_DSPDIS when the ASE is present and gen_reserved_instruction() when it is not	WHOLE-POPULATION ARM, BY INTERVENTION AND EXHAUSTIVE: every losing encoding of these families was put at the entry point of a minimal static ELF and run under `qemu-mipsel -d op,in_asm` at the sweep's own CPU model and privilege (trapstate_probe.py --isa mipsel, 24Kf, user mode), and QEMU's own TCG ops were read.  ALL 1,572 OF THEM ARE TRAP-ONLY -- the whole of what the translation does with the instruction is set the PC and call an exception helper.  No operand is read and no destination is written, so the registers the operand walk publishes here are the architectural destinations of an instruction that did not run: a fabrication removed, not information lost.  R12.1 is satisfied without discount.  The probe's two controls FIRED in this same run -- `addu $2,$3,$4` read DATAPATH and `mfc0 $2,$0` read TRAP-ONLY -- so the verdict is not an instrument stuck at one answer.  Evidence: cst_runs/exec190/adj/trapstate_mipsel.tsv (11,896 rows, 11,896 TRAP-ONLY).
mips-eva-trapstate-dst	mipsel	^translate_mips/OPC_SPECIAL3$	^(lbe|lbue|lhe|lhue|lle|lwe|lwle|lwre|sce)$	.	RULED	target/mips/tcg/translate.c check_eva() at :2132 -- `if (unlikely(!(ctx->CP0_Config5 & (1 << CP0C5_EVA)))) gen_reserved_instruction(ctx)`	WHOLE-POPULATION ARM, BY INTERVENTION AND EXHAUSTIVE: every losing encoding of these families was put at the entry point of a minimal static ELF and run under `qemu-mipsel -d op,in_asm` at the sweep's own CPU model and privilege (trapstate_probe.py --isa mipsel, 24Kf, user mode), and QEMU's own TCG ops were read.  ALL 864 OF THEM ARE TRAP-ONLY -- the whole of what the translation does with the instruction is set the PC and call an exception helper.  No operand is read and no destination is written, so the registers the operand walk publishes here are the architectural destinations of an instruction that did not run: a fabrication removed, not information lost.  R12.1 is satisfied without discount.  The probe's two controls FIRED in this same run -- `addu $2,$3,$4` read DATAPATH and `mfc0 $2,$0` read TRAP-ONLY -- so the verdict is not an instrument stuck at one answer.  Evidence: cst_runs/exec190/adj/trapstate_mipsel.tsv (11,896 rows, 11,896 TRAP-ONLY).
mips-mt-fork-trapstate-dst	mipsel	^translate_mips/OPC_FORK$	^fork$	.	RULED	target/mips/tcg/translate.c check_mt() at :2074 -- `if (unlikely(!(ctx->CP0_Config3 & (1 << CP0C3_MT)))) gen_reserved_instruction(ctx)`	WHOLE-POPULATION ARM, BY INTERVENTION AND EXHAUSTIVE: every losing encoding of these families was put at the entry point of a minimal static ELF and run under `qemu-mipsel -d op,in_asm` at the sweep's own CPU model and privilege (trapstate_probe.py --isa mipsel, 24Kf, user mode), and QEMU's own TCG ops were read.  ALL 96 OF THEM ARE TRAP-ONLY -- the whole of what the translation does with the instruction is set the PC and call an exception helper.  No operand is read and no destination is written, so the registers the operand walk publishes here are the architectural destinations of an instruction that did not run: a fabrication removed, not information lost.  R12.1 is satisfied without discount.  The probe's two controls FIRED in this same run -- `addu $2,$3,$4` read DATAPATH and `mfc0 $2,$0` read TRAP-ONLY -- so the verdict is not an instrument stuck at one answer.  Evidence: cst_runs/exec190/adj/trapstate_mipsel.tsv (11,896 rows, 11,896 TRAP-ONLY).
mips-bitops-invalid-dst	mipsel	^translate_mips/OPC_(INS|EXT)$	^(ins|ext)$	.	RULED	target/mips/tcg/translate.c gen_bitops() -- `case OPC_EXT: if (lsb + msb > 31) goto fail;` at :6676 and `case OPC_INS: if (lsb > msb) goto fail;` at :6720, and `fail:` is gen_reserved_instruction(); MIPS32 Vol II declares those field combinations UNPREDICTABLE	WHOLE-POPULATION ARM, BY INTERVENTION AND EXHAUSTIVE: every losing encoding of these families was put at the entry point of a minimal static ELF and run under `qemu-mipsel -d op,in_asm` at the sweep's own CPU model and privilege (trapstate_probe.py --isa mipsel, 24Kf, user mode), and QEMU's own TCG ops were read.  ALL 81 OF THEM ARE TRAP-ONLY -- the whole of what the translation does with the instruction is set the PC and call an exception helper.  No operand is read and no destination is written, so the registers the operand walk publishes here are the architectural destinations of an instruction that did not run: a fabrication removed, not information lost.  R12.1 is satisfied without discount.  The probe's two controls FIRED in this same run -- `addu $2,$3,$4` read DATAPATH and `mfc0 $2,$0` read TRAP-ONLY -- so the verdict is not an instrument stuck at one answer.  Evidence: cst_runs/exec190/adj/trapstate_mipsel.tsv (11,896 rows, 11,896 TRAP-ONLY).  THE CAUSE HERE IS THE FIELD PAIR, NOT AN ABSENT ASE: ins and ext are base MIPS32r2 and execute on this model, and the losing set is exactly the encodings whose lsb/msb pair QEMU refuses.  That is why they carry their own row rather than riding the ASE rows above.
