# ChampSim Tracer implicit-operand assertion table — riscv64
# Expectations derived from the Sail RISC-V model; see docs/validator.rst (features.implicit_operands) for provenance and method.
# Generated by tools/implicit_audit.py --mode regenerate; the source / disposition / justification columns are written by hand and carried forward.
# probes 146  rows 593  MISS-BOTH 229  MISS-BOUNDARY 4  NOT-MODELLED 122  OK 238
family	hex	asm	kind	operand	source	expect	weight	disposition	justification
rvv_scalar_move	57251042	vmv.x.s x10,v1	READ	vstart	SAIL	MISS-BOTH	2100521	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_scalar_move	57251042	vmv.x.s x10,v1	WRITE	vstart	SAIL	MISS-BOTH	2100521	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vstart_mandatory	d7a02102	vredsum.vs v1,v2,v3	READ	<tied-dst>	SAIL	MISS-BOTH	2100521	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_vstart_mandatory	d7a02102	vredsum.vs v1,v2,v3	READ	vstart	SAIL	MISS-BOTH	2100521	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_vstart_mandatory	d7a02102	vredsum.vs v1,v2,v3	WRITE	vstart	SAIL	MISS-BOTH	2100521	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
sc_reserve	2fa5c518	sc.w x10,x12,(x11)	READ	resv	SAIL+QEMU	MISS-BOTH	431144	modelling-decision	the LR/SC reservation set is memory-system state, not a register; a consumer models it in its memory model
sc_reserve	2fa5c518	sc.w x10,x12,(x11)	WRITE	resv	SAIL+QEMU	MISS-BOTH	431144	modelling-decision	the LR/SC reservation set is memory-system state, not a register; a consumer models it in its memory model
fp_flag_accrue	5325b5a2	feq.d x10,f10,f11	READ	fflags	SAIL+QEMU	MISS-BOTH	300757	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_flag_accrue	5325b5a2	feq.d x10,f10,f11	WRITE	fflags	SAIL+QEMU	MISS-BOTH	300757	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	53f5c512	fmul.d f10,f11,f12	READ	fflags	SAIL+QEMU	MISS-BOTH	13043	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	53f5c512	fmul.d f10,f11,f12	WRITE	fflags	SAIL+QEMU	MISS-BOTH	13043	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	53f5c502	fadd.d f10,f11,f12	READ	fflags	SAIL+QEMU	MISS-BOTH	9805	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	53f5c502	fadd.d f10,f11,f12	WRITE	fflags	SAIL+QEMU	MISS-BOTH	9805	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
lr_reserve	2fb50510	lr.d x10,(x11)	WRITE	resv	SAIL+QEMU	MISS-BOTH	5122	modelling-decision	the LR/SC reservation set is memory-system state, not a register; a consumer models it in its memory model
fp_dynamic_rounding	537525d2	fcvt.d.l f10,x10	READ	fflags	SAIL+QEMU	MISS-BOTH	2279	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	537525d2	fcvt.d.l f10,x10	WRITE	fflags	SAIL+QEMU	MISS-BOTH	2279	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
sc_reserve	2fb5c518	sc.d x10,x12,(x11)	READ	resv	SAIL+QEMU	MISS-BOTH	1405	modelling-decision	the LR/SC reservation set is memory-system state, not a register; a consumer models it in its memory model
sc_reserve	2fb5c518	sc.d x10,x12,(x11)	WRITE	resv	SAIL+QEMU	MISS-BOTH	1405	modelling-decision	the LR/SC reservation set is memory-system state, not a register; a consumer models it in its memory model
fp_dynamic_rounding	53f5c51a	fdiv.d f10,f11,f12	READ	fflags	SAIL+QEMU	MISS-BOTH	818	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	53f5c51a	fdiv.d f10,f11,f12	WRITE	fflags	SAIL+QEMU	MISS-BOTH	818	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_flag_accrue	5305b5a2	fle.d x10,f10,f11	READ	fflags	SAIL+QEMU	MISS-BOTH	122	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_flag_accrue	5305b5a2	fle.d x10,f10,f11	WRITE	fflags	SAIL+QEMU	MISS-BOTH	122	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
amo_reserve_clobber	2fb5c500	amoadd.d x10,x12,(x11)	WRITE	resv	SAIL+QEMU	MISS-BOTH	24	modelling-decision	the LR/SC reservation set is memory-system state, not a register; a consumer models it in its memory model
fp_dynamic_rounding	53f5c500	fadd.s f10,f11,f12	READ	fflags	SAIL+QEMU	MISS-BOTH	24	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	53f5c500	fadd.s f10,f11,f12	WRITE	fflags	SAIL+QEMU	MISS-BOTH	24	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
amo_reserve_clobber	2fa5c50e	amoswap.w.aqrl x10,x12,(x11)	WRITE	resv	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the LR/SC reservation set is memory-system state, not a register; a consumer models it in its memory model
csrrs_rs1_zero	732500c0	rdcycle x10	READ	cycle	SAIL+QEMU	MISS-BOTH	0	fix	a CSR instruction names its CSR in a 12-bit immediate field and the boundary reports no register for it, so the instruction whose only purpose is to move a control register moves nothing; the same defect class as AArch64 MRS/MSR
fp_dynamic_rounding	43f5c56a	fmadd.d f10,f11,f12,f13	READ	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	43f5c56a	fmadd.d f10,f11,f12,f13	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	537505c2	fcvt.w.d x10,f10	READ	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	537505c2	fcvt.w.d x10,f10	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	53f5055a	fsqrt.d f10,f11	READ	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_dynamic_rounding	53f5055a	fsqrt.d f10,f11	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_static_rounding	531505c2	fcvt.w.d x10,f10,rtz	READ	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_static_rounding	531505c2	fcvt.w.d x10,f10,rtz	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_static_rounding	5395c502	fadd.d f10,f11,f12,rtz	READ	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp_static_rounding	5395c502	fadd.d f10,f11,f12,rtz	WRITE	fflags	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
lr_reserve	2fa50510	lr.w x10,(x11)	WRITE	resv	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the LR/SC reservation set is memory-system state, not a register; a consumer models it in its memory model
rvv_any_vector_op	d740253a	vslideup.vx v1,v2,x10	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_any_vector_op	d740253a	vslideup.vx v1,v2,x10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_any_vector_op	d740253a	vslideup.vx v1,v2,x10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_any_vector_op	d750253e	vfslide1down.vf v1,v2,f10	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_any_vector_op	d750253e	vfslide1down.vf v1,v2,f10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_any_vector_op	d750253e	vfslide1down.vf v1,v2,f10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_any_vector_op	d760253a	vslide1up.vx v1,v2,x10	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_any_vector_op	d760253a	vslide1up.vx v1,v2,x10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_any_vector_op	d760253a	vslide1up.vx v1,v2,x10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_any_vector_op	d7a00852	vid.v v1	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_any_vector_op	d7a00852	vid.v v1	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_any_vector_op	d7a00852	vid.v v1	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_rounding	d78021aa	vssrl.vv v1,v2,v3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fixedpoint_rounding	d78021aa	vssrl.vv v1,v2,v3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_rounding	d78021aa	vssrl.vv v1,v2,v3	READ	vxrm	SAIL+QEMU	MISS-BOTH	0	fix	the fixed-point rounding mode is an input in the same sense as frm, and vl/vtype prove the boundary can name a vector CSR
rvv_fixedpoint_rounding	d78021aa	vssrl.vv v1,v2,v3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_rounding	d7a02126	vaadd.vv v1,v2,v3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fixedpoint_rounding	d7a02126	vaadd.vv v1,v2,v3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_rounding	d7a02126	vaadd.vv v1,v2,v3	READ	vxrm	SAIL+QEMU	MISS-BOTH	0	fix	the fixed-point rounding mode is an input in the same sense as frm, and vl/vtype prove the boundary can name a vector CSR
rvv_fixedpoint_rounding	d7a02126	vaadd.vv v1,v2,v3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_rounding	d7a0212e	vasub.vv v1,v2,v3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fixedpoint_rounding	d7a0212e	vasub.vv v1,v2,v3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_rounding	d7a0212e	vasub.vv v1,v2,v3	READ	vxrm	SAIL+QEMU	MISS-BOTH	0	fix	the fixed-point rounding mode is an input in the same sense as frm, and vl/vtype prove the boundary can name a vector CSR
rvv_fixedpoint_rounding	d7a0212e	vasub.vv v1,v2,v3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_rounding	d7b021ae	vssra.vi v1,v2,3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fixedpoint_rounding	d7b021ae	vssra.vi v1,v2,3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_rounding	d7b021ae	vssra.vi v1,v2,3	READ	vxrm	SAIL+QEMU	MISS-BOTH	0	fix	the fixed-point rounding mode is an input in the same sense as frm, and vl/vtype prove the boundary can name a vector CSR
rvv_fixedpoint_rounding	d7b021ae	vssra.vi v1,v2,3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_saturate	d740258e	vssub.vx v1,v2,x10	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fixedpoint_saturate	d740258e	vssub.vx v1,v2,x10	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_saturate	d740258e	vssub.vx v1,v2,x10	READ	vxsat	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fixedpoint_saturate	d740258e	vssub.vx v1,v2,x10	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_saturate	d740258e	vssub.vx v1,v2,x10	WRITE	vxsat	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fixedpoint_saturate	d7802186	vsadd.vv v1,v2,v3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fixedpoint_saturate	d7802186	vsadd.vv v1,v2,v3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_saturate	d7802186	vsadd.vv v1,v2,v3	READ	vxsat	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fixedpoint_saturate	d7802186	vsadd.vv v1,v2,v3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_saturate	d7802186	vsadd.vv v1,v2,v3	WRITE	vxsat	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fixedpoint_saturate	d780219e	vsmul.vv v1,v2,v3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fixedpoint_saturate	d780219e	vsmul.vv v1,v2,v3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_saturate	d780219e	vsmul.vv v1,v2,v3	READ	vxrm	SAIL+QEMU	MISS-BOTH	0	fix	the fixed-point rounding mode is an input in the same sense as frm, and vl/vtype prove the boundary can name a vector CSR
rvv_fixedpoint_saturate	d780219e	vsmul.vv v1,v2,v3	READ	vxsat	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fixedpoint_saturate	d780219e	vsmul.vv v1,v2,v3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_saturate	d780219e	vsmul.vv v1,v2,v3	WRITE	vxsat	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fixedpoint_saturate	d7b021ba	vnclipu.wi v1,v2,3	READ	<tied-dst>	SAIL+QEMU	MISS-BOTH	0	modelling-decision	the tail/mask-undisturbed vd read is NOT encoding-decidable: it depends on vtype.vta, vtype.vma and vl versus VLMAX, all written by an earlier vsetvl, so a per-opcode template cannot decide it without carrying vtype in the template key (Sail records the same caveat)
rvv_fixedpoint_saturate	d7b021ba	vnclipu.wi v1,v2,3	READ	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
rvv_fixedpoint_saturate	d7b021ba	vnclipu.wi v1,v2,3	READ	vxrm	SAIL+QEMU	MISS-BOTH	0	fix	the fixed-point rounding mode is an input in the same sense as frm, and vl/vtype prove the boundary can name a vector CSR
rvv_fixedpoint_saturate	d7b021ba	vnclipu.wi v1,v2,3	READ	vxsat	SAIL+QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
rvv_fixedpoint_saturate	d7b021ba	vnclipu.wi v1,v2,3	WRITE	vstart	SAIL+QEMU	MISS-BOTH	0	modelling-decision	vstart is architecturally zero except while resuming a vector instruction that trapped part-way, so making every vector op a read-modify-write of it would serialise the whole vector stream on a register that does not change value in a traced population
