# ChampSim Tracer implicit-operand assertion table — mipsel
# Expectations derived from QEMU's MIPS TCG translator; see docs/validator.rst (features.implicit_operands) for provenance and method.
# Generated by tools/implicit_audit.py --mode regenerate; the source / disposition / justification columns are written by hand and carried forward.
# probes 120  rows 192  MISS-BOTH 46  MISS-BOUNDARY 1  NOT-MODELLED 4  OK 138  PROBE-BAD 3
family	hex	asm	kind	operand	source	expect	weight	disposition	justification
fcsr	24100046	cvt.w.s $f0,$f2	READ	fcsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fcsr	24100046	cvt.w.s $f0,$f2	WRITE	fcsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp-cc	32000246	c.eq.s $f0,$f2	READ	fcsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp-cc	32000246	c.eq.s $f0,$f2	WRITE	fcsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp-cc	32020246	c.eq.s $fcc2,$f0,$f2	READ	fcsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
fp-cc	32020246	c.eq.s $fcc2,$f0,$f2	WRITE	fcsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
llbit	18000042	eret	READ	cop0_12	QEMU	MISS-BOTH	0	modelling-decision	CP0 privileged state, which the tracer records by coprocessor register number where the encoding names one and does not model as a dataflow register otherwise
llbit	18000042	eret	READ	cop0_14	QEMU	MISS-BOTH	0	modelling-decision	CP0 privileged state, which the tracer records by coprocessor register number where the encoding names one and does not model as a dataflow register otherwise
llbit	18000042	eret	WRITE	cop0_12	QEMU	MISS-BOTH	0	modelling-decision	CP0 privileged state, which the tracer records by coprocessor register number where the encoding names one and does not model as a dataflow register otherwise
msa	1b080278	fadd.w $w0,$w1,$w2	READ	msacsr	QEMU	MISS-BOTH	0	wont-fix	the boundary DOES report the MSA control register, as cop1, which isaxcheck's norm_mips cannot distinguish from CP0 register 1 or FPU control register 1; the dependency edge exists in the trace and this table cannot say so
msa	1b080278	fadd.w $w0,$w1,$w2	WRITE	msacsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
msa	1b08e278	fdiv.d $w0,$w1,$w2	READ	msacsr	QEMU	MISS-BOTH	0	wont-fix	the boundary DOES report the MSA control register, as cop1, which isaxcheck's norm_mips cannot distinguish from CP0 register 1 or FPU control register 1; the dependency edge exists in the trace and this table cannot say so
msa	1b08e278	fdiv.d $w0,$w1,$w2	WRITE	msacsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
msa	1e08227b	ftrunc_s.w $w0,$w1	WRITE	msacsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
msa	1e08267b	fsqrt.w $w0,$w1	READ	msacsr	QEMU	MISS-BOTH	0	wont-fix	the boundary DOES report the MSA control register, as cop1, which isaxcheck's norm_mips cannot distinguish from CP0 register 1 or FPU control register 1; the dependency edge exists in the trace and this table cannot say so
msa	1e08267b	fsqrt.w $w0,$w1	WRITE	msacsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
msa	1e083c7b	ffint_s.w $w0,$w1	READ	msacsr	QEMU	MISS-BOTH	0	wont-fix	the boundary DOES report the MSA control register, as cop1, which isaxcheck's norm_mips cannot distinguish from CP0 register 1 or FPU control register 1; the dependency edge exists in the trace and this table cannot say so
msa	1e083c7b	ffint_s.w $w0,$w1	WRITE	msacsr	QEMU	MISS-BOTH	0	modelling-decision	cumulative FP exception status: the tracer's register model carries dataflow registers, and threading a read-modify-write of one status register through every FP instruction would put the whole FP stream on a serial chain no implementation renames
mt-ase	21108641	mttacx $6	READ	cop0_1	QEMU	MISS-BOTH	0	modelling-decision	CP0 privileged state, which the tracer records by coprocessor register number where the encoding names one and does not model as a dataflow register otherwise
mt-ase	21108641	mttacx $6	WRITE	acx	QEMU	MISS-BOTH	0	modelling-decision	ACX is per-thread-context accumulator extension state touched only by the MT-ASE mftacx/mttacx pair, which select the thread context from CP0_VPEControl.TargTC rather than from an operand
mt-ase	21300241	mftacx $6	READ	acx	QEMU	MISS-BOTH	0	modelling-decision	ACX is per-thread-context accumulator extension state touched only by the MT-ASE mftacx/mttacx pair, which select the thread context from CP0_VPEControl.TargTC rather than from an operand
mt-ase	21300241	mftacx $6	READ	cop0_1	QEMU	MISS-BOTH	0	modelling-decision	CP0 privileged state, which the tracer records by coprocessor register number where the encoding names one and does not model as a dataflow register otherwise
tied-dst	311c867c	balign $6,$4,0x3	READ	<tied-dst>	QEMU	MISS-BOUNDARY	0	fix	balign merges its destination with the shifted source, so rd is a read-modify-write; LLVM reports the read and the boundary does not
cop0	3b10067c	rdhwr $6,$2	-	-	QEMU	PROBE-BAD	0	fix	rdhwr decodes at the boundary only for hardware register 29; every other hardware register QEMU implements (0-4, 30, 31) is rejected by Capstone AND by LLVM, so a valid MIPS32r2 encoding reaches the trace as an unknown instruction
shadow-regs	00304441	rdpgpr $6,$4	-	-	QEMU	PROBE-BAD	0	fix	rdpgpr and wrpgpr are valid MIPS32r2 shadow-register moves that Capstone and LLVM both reject, so they reach the trace as unknown instructions
shadow-regs	0030c441	wrpgpr $6,$4	-	-	QEMU	PROBE-BAD	0	fix	rdpgpr and wrpgpr are valid MIPS32r2 shadow-register moves that Capstone and LLVM both reject, so they reach the trace as unknown instructions
llbit	000086c0	ll $6,0($4)	WRITE	llbit	QEMU	NOT-MODELLED	506496	-	-
llbit	000086e0	sc $6,0($4)	READ	llbit	QEMU	NOT-MODELLED	0	-	-
llbit	000086e0	sc $6,0($4)	WRITE	llbit	QEMU	NOT-MODELLED	0	-	-
llbit	18000042	eret	WRITE	llbit	QEMU	NOT-MODELLED	0	-	-
link-register	09f82003	jalr $25	WRITE	r31	QEMU	OK	251763611	-	-
link-register	0800e003	jr $31	-	-	QEMU	OK	234033236	-	-
tied-dst	0b308500	movn $6,$4,$5	READ	<tied-dst>	QEMU	OK	134818063	-	-
link-register	0400100c	jal 0x400010	WRITE	r31	QEMU	OK	38554353	-	-
link-register	08002003	jr $25	-	-	QEMU	OK	31461524	-	-
link-register	00001104	bal .	WRITE	r31	QEMU	OK	23545440	-	-
hilo	12300000	mflo $6	READ	lo	BINUTILS-OPC	OK	16375884	-	-
hilo	1b008500	divu $0,$4,$5	WRITE	hi	BINUTILS-OPC	OK	14196667	-	-
hilo	1b008500	divu $0,$4,$5	WRITE	lo	BINUTILS-OPC	OK	14196667	-	-
hilo	02308570	mul $6,$4,$5	WRITE	hi	BINUTILS-OPC	OK	10165380	-	-
hilo	02308570	mul $6,$4,$5	WRITE	lo	BINUTILS-OPC	OK	10165380	-	-
tied-dst	0a308500	movz $6,$4,$5	READ	<tied-dst>	QEMU	OK	7626029	-	-
fp-cc	3c002246	c.lt.d $f0,$f2	WRITE	fcc0	QEMU	OK	4504526	-	-
fp-cc	01308100	movt $6,$4,$fcc0	READ	<tied-dst>	QEMU	OK	4444732	-	-
fp-cc	01308100	movt $6,$4,$fcc0	READ	fcc0	QEMU	OK	4444732	-	-
fp-cc	01308400	movf $6,$4,$fcc1	READ	<tied-dst>	QEMU	OK	4444715	-	-
fp-cc	01308400	movf $6,$4,$fcc1	READ	fcc1	QEMU	OK	4444715	-	-
indexed	0000854c	lwxc1 $f0,$5($4)	-	-	BINUTILS+QEMU	OK	4444715	-	-
indexed	0100854c	ldxc1 $f0,$5($4)	-	-	BINUTILS+QEMU	OK	4444715	-	-
indexed	0800854c	swxc1 $f0,$5($4)	-	-	BINUTILS+QEMU	OK	4444715	-	-
indexed	0900854c	sdxc1 $f0,$5($4)	-	-	BINUTILS+QEMU	OK	4444715	-	-
hilo	10300000	mfhi $6	READ	hi	BINUTILS-OPC	OK	4244117	-	-
tied-dst	00008698	lwr $6,0($4)	READ	<tied-dst>	QEMU	OK	3015172	-	-
tied-dst	00008688	lwl $6,0($4)	READ	<tied-dst>	QEMU	OK	2854487	-	-
hilo	19008500	multu $4,$5	WRITE	hi	BINUTILS-OPC	OK	1868324	-	-
hilo	19008500	multu $4,$5	WRITE	lo	BINUTILS-OPC	OK	1868324	-	-
hilo	18008500	mult $4,$5	WRITE	hi	BINUTILS-OPC	OK	936590	-	-
hilo	18008500	mult $4,$5	WRITE	lo	BINUTILS-OPC	OK	936590	-	-
tied-dst	c438867c	ins $6,$4,0x3,0x5	READ	<tied-dst>	QEMU	OK	883407	-	-
hilo	00008570	madd $4,$5	READ	hi	BINUTILS-OPC	OK	563517	-	-
hilo	00008570	madd $4,$5	READ	lo	BINUTILS-OPC	OK	563517	-	-
hilo	00008570	madd $4,$5	WRITE	hi	BINUTILS-OPC	OK	563517	-	-
hilo	00008570	madd $4,$5	WRITE	lo	BINUTILS-OPC	OK	563517	-	-
fp-cc	00000145	bc1t .	READ	fcc0	QEMU	OK	145996	-	-
tied-dst	000086b8	swr $6,0($4)	-	-	QEMU	OK	70066	-	-
fp-cc	feff0d45	bc1t $fcc3,.	READ	fcc3	QEMU	OK	36053	-	-
tied-dst	000086a8	swl $6,0($4)	-	-	QEMU	OK	5277	-	-
hilo	1a008500	div $0,$4,$5	WRITE	hi	BINUTILS-OPC	OK	4111	-	-
hilo	1a008500	div $0,$4,$5	WRITE	lo	BINUTILS-OPC	OK	4111	-	-
fp-cc	ffff0045	bc1f .	READ	fcc0	QEMU	OK	763	-	-
hilo	04008570	msub $4,$5	READ	hi	BINUTILS-OPC	OK	430	-	-
hilo	04008570	msub $4,$5	READ	lo	BINUTILS-OPC	OK	430	-	-
hilo	04008570	msub $4,$5	WRITE	hi	BINUTILS-OPC	OK	430	-	-
hilo	04008570	msub $4,$5	WRITE	lo	BINUTILS-OPC	OK	430	-	-
fcsr	00c84644	cfc1 $6,$25	READ	fcsr	QEMU	OK	372	-	-
fcsr	00e04644	cfc1 $6,$28	READ	fcsr	QEMU	OK	372	-	-
fcsr	00f84644	cfc1 $6,$31	READ	fcsr	QEMU	OK	372	-	-
hilo	1300c000	mtlo $6	WRITE	lo	BINUTILS-OPC	OK	135	-	-
hilo	1100c000	mthi $6	WRITE	hi	BINUTILS-OPC	OK	124	-	-
cop0	00480640	mfc0 $6,$9	READ	cop0_9	QEMU	OK	0	-	-
cop0	00600640	mfc0 $6,$12	READ	cop0_12	QEMU	OK	0	-	-
cop0	00608640	mtc0 $6,$12	WRITE	cop0_12	QEMU	OK	0	-	-
dsp-acc	00108570	madd $ac2,$4,$5	READ	ac2	BINUTILS+QEMU	OK	0	-	-
dsp-acc	00108570	madd $ac2,$4,$5	WRITE	ac2	BINUTILS+QEMU	OK	0	-	-
dsp-acc	01188570	maddu $ac3,$4,$5	READ	ac3	BINUTILS+QEMU	OK	0	-	-
dsp-acc	01188570	maddu $ac3,$4,$5	WRITE	ac3	BINUTILS+QEMU	OK	0	-	-
dsp-acc	04088570	msub $ac1,$4,$5	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	04088570	msub $ac1,$4,$5	WRITE	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	10302000	mfhi $6,$ac1	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	1108c000	mthi $6,$ac1	WRITE	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	12304000	mflo $6,$ac2	READ	ac2	BINUTILS+QEMU	OK	0	-	-
dsp-acc	1308c000	mtlo $6,$ac1	WRITE	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	18088500	mult $ac1,$4,$5	WRITE	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	3008857c	dpa.w.ph $ac1,$4,$5	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	3008857c	dpa.w.ph $ac1,$4,$5	WRITE	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	3808667c	extr.w $6,$ac1,0x3	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	3808667c	extr.w $6,$ac1,0x3	WRITE	dspctrl	BINUTILS+QEMU	OK	0	-	-
dsp-acc	7008857c	dps.w.ph $ac1,$4,$5	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	7008857c	dps.w.ph $ac1,$4,$5	WRITE	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	7808867c	extrv.w $6,$ac1,$4	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	7808867c	extrv.w $6,$ac1,$4	WRITE	dspctrl	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b008857c	mulsa.w.ph $ac1,$4,$5	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b008857c	mulsa.w.ph $ac1,$4,$5	WRITE	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b009857c	mulsaq_s.w.ph $ac1,$4,$5	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b009857c	mulsaq_s.w.ph $ac1,$4,$5	WRITE	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b009857c	mulsaq_s.w.ph $ac1,$4,$5	WRITE	dspctrl	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b808667c	extp $6,$ac1,0x3	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b808667c	extp $6,$ac1,0x3	READ	dspctrl	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b808667c	extp $6,$ac1,0x3	WRITE	dspctrl	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b80a667c	extpdp $6,$ac1,0x3	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b80a667c	extpdp $6,$ac1,0x3	READ	dspctrl	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b80a667c	extpdp $6,$ac1,0x3	WRITE	dspctrl	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b80e307c	shilo $ac1,3	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	b80e307c	shilo $ac1,3	WRITE	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	f80f807c	mthlip $4,$ac1	READ	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	f80f807c	mthlip $4,$ac1	READ	dspctrl	BINUTILS+QEMU	OK	0	-	-
dsp-acc	f80f807c	mthlip $4,$ac1	WRITE	ac1	BINUTILS+QEMU	OK	0	-	-
dsp-acc	f80f807c	mthlip $4,$ac1	WRITE	dspctrl	BINUTILS+QEMU	OK	0	-	-
dsp-ctrl	00001c04	bposge32 .	READ	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	0c00867c	insv $6,$4	READ	<tied-dst>	QEMU	OK	0	-	-
dsp-ctrl	0c00867c	insv $6,$4	READ	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	1102857c	cmp.eq.ph $4,$5	WRITE	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	1335647c	shll_s.w $6,$4,0x3	WRITE	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	5234047c	absq_s.w $6,$4	WRITE	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	9033857c	addq_s.ph $6,$4,$5	WRITE	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	9035857c	addq_s.w $6,$4,$5	WRITE	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	b8343f7c	rddsp $6,0x3f	READ	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	b834ff7f	rddsp $6	READ	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	d037857c	mulq_rs.ph $6,$4,$5	WRITE	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	d132857c	pick.ph $6,$4,$5	READ	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	f8fc817c	wrdsp $4,0x3f	WRITE	dspctrl	QEMU	OK	0	-	-
dsp-ctrl	f8fc9f7c	wrdsp $4	WRITE	dspctrl	QEMU	OK	0	-	-
fcsr	0000c644	ctc1 $6,$0	-	-	QEMU	OK	0	-	-
fcsr	00d0c644	ctc1 $6,$26	WRITE	fcsr	QEMU	OK	0	-	-
fcsr	00e0c644	ctc1 $6,$28	WRITE	fcsr	QEMU	OK	0	-	-
fcsr	00f8c644	ctc1 $6,$31	WRITE	fcsr	QEMU	OK	0	-	-
fp-cc	11310146	movt.s $f4,$f6,$fcc0	READ	<tied-dst>	QEMU	OK	0	-	-
fp-cc	11310146	movt.s $f4,$f6,$fcc0	READ	fcc0	QEMU	OK	0	-	-
fp-cc	11312846	movf.d $f4,$f6,$fcc2	READ	<tied-dst>	QEMU	OK	0	-	-
fp-cc	11312846	movf.d $f4,$f6,$fcc2	READ	fcc2	QEMU	OK	0	-	-
fp-cc	13310846	movn.s $f4,$f6,$8	READ	<tied-dst>	QEMU	OK	0	-	-
fp-cc	32000246	c.eq.s $f0,$f2	WRITE	fcc0	QEMU	OK	0	-	-
fp-cc	32020246	c.eq.s $fcc2,$f0,$f2	WRITE	fcc2	QEMU	OK	0	-	-
fp-cc	fcff0245	bc1fl .	READ	fcc0	QEMU	OK	0	-	-
fp-cc	fdff0345	bc1tl .	READ	fcc0	QEMU	OK	0	-	-
hilo	01008570	maddu $4,$5	READ	hi	BINUTILS-OPC	OK	0	-	-
hilo	01008570	maddu $4,$5	READ	lo	BINUTILS-OPC	OK	0	-	-
hilo	01008570	maddu $4,$5	WRITE	hi	BINUTILS-OPC	OK	0	-	-
hilo	01008570	maddu $4,$5	WRITE	lo	BINUTILS-OPC	OK	0	-	-
hilo	05008570	msubu $4,$5	READ	hi	BINUTILS-OPC	OK	0	-	-
hilo	05008570	msubu $4,$5	READ	lo	BINUTILS-OPC	OK	0	-	-
hilo	05008570	msubu $4,$5	WRITE	hi	BINUTILS-OPC	OK	0	-	-
hilo	05008570	msubu $4,$5	WRITE	lo	BINUTILS-OPC	OK	0	-	-
indexed	0500854c	luxc1 $f0,$5($4)	-	-	BINUTILS+QEMU	OK	0	-	-
indexed	0a30857c	lwx $6,$5($4)	-	-	BINUTILS+QEMU	OK	0	-	-
indexed	0a31857c	lhx $6,$5($4)	-	-	BINUTILS+QEMU	OK	0	-	-
indexed	0d00854c	suxc1 $f0,$5($4)	-	-	BINUTILS+QEMU	OK	0	-	-
indexed	8a31857c	lbux $6,$5($4)	-	-	BINUTILS+QEMU	OK	0	-	-
link-register	09402003	jalr $8,$25	-	-	QEMU	OK	0	-	-
link-register	fcff9204	bltzall $4,.	WRITE	r31	QEMU	OK	0	-	-
link-register	fdff9304	bgezall $4,.	WRITE	r31	QEMU	OK	0	-	-
link-register	feff9004	bltzal $4,.	WRITE	r31	QEMU	OK	0	-	-
link-register	ffff9104	bgezal $4,.	WRITE	r31	QEMU	OK	0	-	-
msa	0e084278	addv.w $w0,$w1,$w2	-	-	QEMU	OK	0	-	-
msa	59303e78	ctcmsa msa_csr,$6	WRITE	msacsr	QEMU	OK	0	-	-
msa	99097e78	cfcmsa $6,msa_csr	READ	msacsr	QEMU	OK	0	-	-
tied-dst	3118867c	append $6,$4,0x3	READ	<tied-dst>	QEMU	OK	0	-	-
tied-dst	7118867c	prepend $6,$4,0x3	READ	<tied-dst>	QEMU	OK	0	-	-
